times,Day_of_Year,Day_of_Year(Fraction),AOD_1020nm,AOD_870nm,AOD_675nm,AOD_500nm,AOD_440nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),Triplet_Variability_1020,Triplet_Variability_870,Triplet_Variability_675,Triplet_Variability_500,Triplet_Variability_440,Triplet_Variability_380,Triplet_Variability_340,Triplet_Variability_Precipitable_Water(cm),440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),Solar_Zenith_Angle(Degrees),Optical_Air_Mass,Sensor_Temperature(Degrees_C),Ozone(Dobson),NO2(Dobson),Last_Date_Processed,Number_of_Wavelengths,Exact_Wavelengths_of_AOD(um)_1020nm,Exact_Wavelengths_of_AOD(um)_870nm,Exact_Wavelengths_of_AOD(um)_675nm,Exact_Wavelengths_of_AOD(um)_500nm,Exact_Wavelengths_of_AOD(um)_440nm,Exact_Wavelengths_of_AOD(um)_380nm,Exact_Wavelengths_of_AOD(um)_340nm,Exact_Wavelengths_of_PW(um)_935nm,day,hour
2016-11-21 10:39:09,326,326.443854,0.068638,0.077666,0.095944,0.141033,0.158781,0.179703,,4.3082139999999995,0.002612,0.002634,0.002433,0.003243,0.003394,0.009538,,0.102922,1.0853899999999999,0.866192,1.202356,1.089607,0.831283,lev15,89,Rio_Branco,-9.957467,-67.86935,212.0,81.456498,6.458499,23.4,266.26755299999996,0.103926,22:08:2018,7,1.0198,0.8698,0.6742,0.5016,0.4402,0.3793,,0.9361,20161121,10:39:09
2017-10-07 10:55:28,280,280.45518500000003,0.151075,0.18268,0.259817,0.40972600000000003,0.482518,0.587507,,4.407806,0.007515000000000001,0.005806,0.0034189999999999997,0.002769,0.001925,0.008496,,0.085222,1.44534,1.290309,1.467182,1.46936,1.322142,lev15,89,Rio_Branco,-9.957467,-67.86935,212.0,80.048532,5.611282,23.2,271.235302,0.144137,22:08:2018,7,1.0198,0.8698,0.6742,0.5016,0.4402,0.3793,,0.9361,20171007,10:55:28
2019-11-13 10:48:12,317,317.45013900000004,0.041468,0.045232999999999995,0.052240999999999996,0.074901,0.081738,0.09765399999999999,0.100974,4.539461,0.002983,0.002339,0.002357,0.0010810000000000001,0.000515,0.0014039999999999999,0.002538,0.105396,0.9169870000000001,0.964491,1.0757729999999999,0.9228190000000001,0.8475879999999999,lev15,197,Rio_Branco,-9.957467,-67.86935,212.0,79.217947,5.207142,,267.492828,0.1058,17:11:2019,8,1.02,0.8699,0.6749,0.5011,0.4402,0.38,0.3408,0.9362,20191113,10:48:12
2019-11-21 10:39:06,325,325.443819,0.052652,0.06,0.07334600000000001,0.106592,0.118627,0.139469,0.143359,4.338897,0.004367,0.0039700000000000004,0.0037890000000000003,0.003951,0.004628,0.005490999999999999,0.007989,0.094002,1.03766,0.974676,1.147753,1.047992,0.760361,lev15,197,Rio_Branco,-9.957467,-67.86935,212.0,81.44538,6.450829,22.3,266.267559,0.103926,25:11:2019,8,1.02,0.8699,0.6749,0.5011,0.4402,0.38,0.3408,0.9362,20191121,10:39:06
